record_id,query_id,scenario,actual_label,predicted_label,actual_severity,predicted_severity,error_type,priority_score,baseline_execution_time,current_execution_time,execution_time_change_percent,plan_changed,index_changed,statistics_status,workload_level,release_id,detected_before_user_impact,lead_time_seconds,evidence_strength
139,SYNTH-Q-005,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,28.5,27.99,-1.79,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
140,SYNTH-Q-005,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,7.05,28.5,29.39,3.12,False,False,CURRENT,HIGH,v1.1.0,False,,Insufficient evidence
141,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,16.4,17.63,7.5,False,False,CURRENT,LOW,v1.1.0,False,,Insufficient evidence
142,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,16.4,17.75,8.23,False,False,CURRENT,LOW,v1.1.0,False,,Insufficient evidence
143,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,7.05,16.4,15.59,-4.94,False,False,CURRENT,HIGH,v1.1.0,False,,Insufficient evidence
144,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,16.4,16.54,0.85,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
145,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,16.4,16.12,-1.71,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
146,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,7.05,16.4,16.54,0.85,False,False,CURRENT,HIGH,v1.1.0,False,,Insufficient evidence
147,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,7.05,16.4,15.99,-2.5,False,False,CURRENT,HIGH,v1.1.0,False,,Insufficient evidence
148,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,16.4,16.89,2.99,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
149,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,16.4,17.16,4.63,False,False,CURRENT,LOW,v1.1.0,False,,Insufficient evidence
150,SYNTH-Q-006,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,7.05,16.4,15.7,-4.27,False,False,CURRENT,HIGH,v1.1.0,False,,Insufficient evidence
151,SYNTH-Q-007,index_removed,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,58.75,15.1,15.37,1.79,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
152,SYNTH-Q-007,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,7.05,15.1,16.05,6.29,False,False,CURRENT,HIGH,v1.1.0,False,,Insufficient evidence
153,SYNTH-Q-007,index_removed,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,58.75,15.1,14.53,-3.77,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
154,SYNTH-Q-007,index_removed,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,58.75,15.1,14.85,-1.66,False,False,CURRENT,LOW,v1.1.0,False,,Insufficient evidence
155,SYNTH-Q-007,index_removed,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,58.75,15.1,14.42,-4.5,False,False,CURRENT,LOW,v1.1.0,False,,Insufficient evidence
156,SYNTH-Q-007,index_removed,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,58.75,15.1,14.39,-4.7,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
157,SYNTH-Q-007,index_removed,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,58.75,15.1,15.42,2.12,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
158,SYNTH-Q-007,index_removed,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,58.75,15.1,15.93,5.5,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
159,SYNTH-Q-007,index_removed,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,58.75,15.1,15.72,4.11,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
160,SYNTH-Q-007,index_removed,NORMAL,TRUE_REGRESSION,NORMAL,HIGH,FP,58.75,15.1,16.2,7.28,False,False,CURRENT,LOW,v1.1.0,False,,Insufficient evidence
161,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,224.01,1130.82,True,True,CURRENT,LOW,v1.1.0,True,600.0,Strong evidence
162,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,424.02,2229.78,True,True,CURRENT,HIGH,v1.1.0,True,600.0,Strong evidence
163,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,370.67,1936.65,True,True,CURRENT,NORMAL,v1.1.0,True,600.0,Strong evidence
164,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,433.27,2280.6,True,True,CURRENT,LOW,v1.1.0,True,600.0,Strong evidence
165,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,311.96,1614.07,True,True,CURRENT,NORMAL,v1.1.0,True,600.0,Strong evidence
166,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,403.95,2119.51,True,True,CURRENT,NORMAL,v1.1.0,True,600.0,Strong evidence
167,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,428.24,2252.97,True,True,CURRENT,LOW,v1.1.0,True,600.0,Strong evidence
168,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,256.87,1311.37,True,True,CURRENT,NORMAL,v1.1.0,True,600.0,Strong evidence
169,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,394.91,2069.84,True,True,CURRENT,NORMAL,v1.1.0,True,600.0,Strong evidence
170,SYNTH-Q-008,index_removed,TRUE_REGRESSION,TRUE_REGRESSION,CRITICAL,CRITICAL,TP,100.0,18.2,313.53,1622.69,True,True,CURRENT,HIGH,v1.1.0,True,600.0,Strong evidence
171,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,35.0,37.72,7.77,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
172,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,35.0,34.53,-1.34,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
173,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,7.05,35.0,33.4,-4.57,False,False,CURRENT,HIGH,v1.1.0,False,,Insufficient evidence
174,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,35.0,34.36,-1.83,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
175,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,35.0,37.87,8.2,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
176,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,35.0,33.3,-4.86,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
177,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,35.0,37.03,5.8,False,False,CURRENT,LOW,v1.1.0,False,,Insufficient evidence
178,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,35.0,35.75,2.14,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
179,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,7.05,35.0,37.41,6.89,False,False,CURRENT,HIGH,v1.1.0,False,,Insufficient evidence
180,SYNTH-Q-009,index_removed,NORMAL,NORMAL,NORMAL,NORMAL,TN,47.0,35.0,35.37,1.06,False,False,CURRENT,NORMAL,v1.1.0,False,,Insufficient evidence
181,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,11.84,-18.34,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
182,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,12.19,-15.93,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
183,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,10.5,-27.59,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
184,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,12.29,-15.24,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
185,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,12.56,-13.38,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
186,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,11.7,-19.31,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
187,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,12.89,-11.1,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
188,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,10.97,-24.34,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
189,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,11.54,-20.41,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
190,SYNTH-Q-001,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,14.5,10.58,-27.03,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
191,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,9.55,-14.73,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
192,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,9.88,-11.79,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
193,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,9.23,-17.59,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
194,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,8.31,-25.8,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
195,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,7.85,-29.91,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
196,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,8.49,-24.2,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
197,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,9.6,-14.29,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
198,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,9.06,-19.11,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
199,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,8.21,-26.7,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
200,SYNTH-Q-002,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,11.2,8.12,-27.5,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
201,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,15.75,-28.41,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
202,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,15.8,-28.18,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
203,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,18.36,-16.55,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
204,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,17.68,-19.64,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
205,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,18.98,-13.73,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
206,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,18.35,-16.59,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
207,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,18.32,-16.73,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
208,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,16.78,-23.73,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
209,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,19.23,-12.59,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
210,SYNTH-Q-003,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,22.0,18.73,-14.86,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
211,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,10.02,-27.39,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
212,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,12.35,-10.51,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
213,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,9.7,-29.71,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
214,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,11.45,-17.03,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
215,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,11.96,-13.33,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
216,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,10.19,-26.16,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
217,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,11.79,-14.57,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
218,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,9.67,-29.93,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
219,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,10.07,-27.03,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
220,SYNTH-Q-004,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,13.8,12.23,-11.38,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
221,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,24.83,-12.88,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
222,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,25.58,-10.25,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
223,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,20.67,-27.47,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
224,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,22.95,-19.47,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
225,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,22.63,-20.6,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
226,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,20.41,-28.39,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
227,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,23.52,-17.47,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
228,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,20.34,-28.63,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
229,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,25.53,-10.42,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
230,SYNTH-Q-005,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,28.5,23.91,-16.11,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
231,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,12.66,-22.8,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
232,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,12.05,-26.52,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
233,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,14.47,-11.77,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
234,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,13.67,-16.65,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
235,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,12.93,-21.16,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
236,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,12.3,-25.0,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
237,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,12.26,-25.24,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
238,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,14.69,-10.43,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
239,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,13.92,-15.12,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
240,SYNTH-Q-006,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,16.4,14.11,-13.96,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
241,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,10.86,-28.08,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
242,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,12.32,-18.41,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
243,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,11.82,-21.72,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
244,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,11.07,-26.69,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
245,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,10.92,-27.68,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
246,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,13.0,-13.91,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
247,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,10.94,-27.55,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
248,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,12.5,-17.22,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
249,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,13.24,-12.32,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
250,SYNTH-Q-007,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,15.1,13.06,-13.51,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
251,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,12.91,-29.07,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
252,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,15.97,-12.25,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
253,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,15.44,-15.16,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
254,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,14.23,-21.81,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
255,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,14.36,-21.1,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
256,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,16.02,-11.98,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
257,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,16.19,-11.04,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
258,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,15.6,-14.29,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
259,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,15.76,-13.41,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
260,SYNTH-Q-008,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,18.2,13.28,-27.03,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
261,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,26.25,-25.0,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
262,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,27.01,-22.83,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
263,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,24.87,-28.94,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
264,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,27.64,-21.03,True,False,CURRENT,LOW,v1.2.0,False,,Insufficient evidence
265,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,24.8,-29.14,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
266,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,29.0,-17.14,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
267,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,25.26,-27.83,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
268,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,25.54,-27.03,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
269,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,31.46,-10.11,True,False,CURRENT,NORMAL,v1.2.0,False,,Insufficient evidence
270,SYNTH-Q-009,index_added,NORMAL,NORMAL,NORMAL,NORMAL,TN,17.5,35.0,30.05,-14.14,True,False,CURRENT,HIGH,v1.2.0,False,,Insufficient evidence
271,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,76.25,14.5,25.37,74.97,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
272,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,14.5,22.18,52.97,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
273,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,14.5,21.61,49.03,True,False,STALE,LOW,v1.3.0,True,960.0,Strong evidence
274,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,CRITICAL,TP,76.25,14.5,25.6,76.55,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
275,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,14.5,20.18,39.17,True,False,STALE,LOW,v1.3.0,True,960.0,Strong evidence
276,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,14.5,23.21,60.07,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
277,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,14.5,22.26,53.52,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
278,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,14.5,19.91,37.31,True,False,STALE,HIGH,v1.3.0,True,960.0,Strong evidence
279,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,71.0,14.5,23.35,61.03,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
280,SYNTH-Q-001,statistics_stale,TRUE_REGRESSION,TRUE_REGRESSION,HIGH,HIGH,TP,62.25,14.5,21.04,45.1,True,False,STALE,NORMAL,v1.3.0,True,960.0,Strong evidence
